age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country, Income-category
45, Private,38950, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, ?,317219, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States, >50K
37, Private,86310, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private,252752, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
39, Private,89508, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,341368, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,153475, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, El-Salvador, <=50K
51, Private,33304, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Federal-gov,159548, Assoc-acdm,12, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, State-gov,264544, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,5, United-States, >50K
20, Private,36235, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,238415, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private,203003, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
32, Private,235124, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,46, Dominican-Republic, <=50K
18, Local-gov,153405, 11th,7, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
39, Private,138192, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov,167159, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
90, Local-gov,214594, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,2653,0,40, United-States, <=50K
45, Private,34248, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
43, Private,240698, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
18, Private,37720, 10th,6, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private,36440, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, >50K
28, Private,394927, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
29, Private,130856, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
20, Local-gov,350845, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
45, Private,379393, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private,316702, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private,150062, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
61, Self-emp-inc,253101, Some-college,10, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
50, Private,195638, 10th,6, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private,160728, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
43, Private,237993, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
68, Private,351711, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,191982, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,55, United-States, <=50K
33, Private,207301, Assoc-acdm,12, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc,204816, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
49, Private,122206, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
21, Private,187643, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private,61178, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Local-gov,182543, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
21, Private,243921, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private,172032, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,51, United-States, >50K
25, Private,262885, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,32, United-States, <=50K
22, Local-gov,273734, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
46, Private,165138, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
47, Local-gov,29819, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,50, United-States, >50K
19, ?,440417, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,15, United-States, <=50K
27, Private,230563, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private,418324, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,36, United-States, <=50K
32, Private,226267, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, <=50K
44, Local-gov,190020, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc,172296, Some-college,10, Separated, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
40, Private,236110, 12th,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
57, Private,199572, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov,198103, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Local-gov,256529, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,80, United-States, <=50K
28, Private,114158, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private,155781, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
42, Self-emp-not-inc,238188, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,96, United-States, <=50K
20, Private,48121, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private,330416, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc,209205, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
31, Private,127215, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov,209900, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
50, Self-emp-inc,163921, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
38, Private,104089, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private,416745, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
22, Private,195075, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
39, Private,84954, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,2829,0,65, United-States, <=50K
21, Private,107882, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States, <=50K
28, Private,153869, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private,252202, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,215384, 11th,7, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, State-gov,102308, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
29, Private,93662, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
20, Private,42706, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
34, Private,849857, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
41, Private,32121, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov,200471, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, United-States, >50K
22, Private,227994, Some-college,10, Married-spouse-abs, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,39, United-States, <=50K
35, Private,32220, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
35, Self-emp-not-inc,361888, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Japan, <=50K
47, Private,27815, 9th,5, Divorced, Other-service, Not-in-family, White, Female,0,1719,30, United-States, <=50K
60, Self-emp-not-inc,27886, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc,177457, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private,194360, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,184105, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,28, United-States, <=50K
37, Self-emp-not-inc,177277, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private,208137, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc,187450, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc,198581, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
53, Local-gov,38795, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov,201495, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, >50K
36, Private,296999, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Female,0,0,37, United-States, <=50K
60, Self-emp-inc,90915, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
23, Private,396099, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
54, Private,161691, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,2559,40, United-States, >50K
39, Private,366757, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
28, Private,334032, Assoc-voc,11, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private,179378, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
42, Private,211450, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
26, Private,298225, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
46, State-gov,102628, Masters,14, Widowed, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Local-gov,86644, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,55, United-States, <=50K
66, ?,31362, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,20, United-States, <=50K
41, Local-gov,111891, 7th-8th,4, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private,21154, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
27, State-gov,194773, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Germany, <=50K
27, Private,133937, Masters,14, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
42, Federal-gov,284403, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, State-gov,422275, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
21, Private,250051, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
60, Self-emp-not-inc,78913, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
30, Never-worked,176673, HS-grad,9, Married-civ-spouse, ?, Wife, Black, Female,0,0,40, United-States, <=50K
32, State-gov,304212, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private,32291, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,2174,0,40, United-States, <=50K
41, Private,384508, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private,73715, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private,273514, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc,33126, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
22, Private,198244, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States, <=50K
29, Self-emp-not-inc,181466, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
36, Private,337039, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, Black, Male,14344,0,40, England, >50K
37, Private,277022, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Female,3887,0,40, Nicaragua, <=50K
31, Private,20511, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
41, Private,239683, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, ?, <=50K
49, Local-gov,31267, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
34, Private,394447, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,2463,0,50, France, <=50K
51, Self-emp-not-inc,136836, Assoc-acdm,12, Divorced, Transport-moving, Unmarried, Black, Female,0,0,30, United-States, <=50K
44, Self-emp-not-inc,120539, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
53, Private,90624, 11th,7, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private,242720, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
43, Self-emp-not-inc,350387, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
52, Private,145271, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
69, ?,628797, Some-college,10, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
69, Private,230417, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, >50K
44, Private,249332, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Ecuador, <=50K
36, Private,34744, Assoc-acdm,12, Divorced, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
46, Private,73434, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
46, Private,124071, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, <=50K
43, Private,117915, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc,197558, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
57, Private,61474, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,45, United-States, >50K
37, Private,208106, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
31, Private,131568, 7th-8th,4, Divorced, Transport-moving, Unmarried, White, Male,0,0,20, United-States, <=50K
46, Private,270565, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
39, Private,365739, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private,257758, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
20, Private,215247, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
38, Self-emp-inc,269318, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
42, Private,37937, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
44, Federal-gov,201435, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc,98106, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private,195978, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private,116968, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
61, Local-gov,153408, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Private,159549, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov,241843, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,66095, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,342458, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Private,183608, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,153869, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,37, United-States, <=50K
22, Private,50058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
55, Private,213615, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private,204742, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, State-gov,222374, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,43, United-States, >50K
32, Private,236543, 12th,8, Divorced, Protective-serv, Own-child, White, Male,0,0,54, Mexico, <=50K
30, Private,115963, 7th-8th,4, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,42, United-States, <=50K
32, Private,30271, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
23, Private,120068, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,41763, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
39, Private,108540, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,502752, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
53, Private,158993, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,38, United-States, <=50K
48, Local-gov,195949, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States, >50K
21, Private,35424, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
44, Local-gov,212665, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,99, United-States, <=50K
39, Private,99270, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Germany, >50K
59, Private,370615, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
32, Private,153588, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private,382802, 10th,6, Widowed, Machine-op-inspct, Not-in-family, Black, Male,0,1590,40, United-States, <=50K
43, Private,152159, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private,174645, 11th,7, Divorced, Craft-repair, Unmarried, White, Female,0,0,52, United-States, <=50K
45, Self-emp-not-inc,188694, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc,256909, HS-grad,9, Married-spouse-abs, Farming-fishing, Not-in-family, White, Male,3325,0,45, United-States, <=50K
28, ?,196971, Bachelors,13, Never-married, ?, Not-in-family, White, Female,0,0,43, United-States, <=50K
62, Private,69867, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
42, Private,190767, Assoc-voc,11, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Local-gov,205005, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,60, United-States, >50K
26, Private,215384, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,1974,55, United-States, <=50K
29, Local-gov,187649, HS-grad,9, Separated, Protective-serv, Other-relative, White, Female,0,0,40, United-States, <=50K
32, Local-gov,255004, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private,214781, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
31, Private,210008, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc,45093, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Canada, <=50K
27, Private,347153, Some-college,10, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private,129591, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Local-gov,176731, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,249322, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7688,0,50, United-States, >50K
25, Private,109009, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,85625, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,22, United-States, <=50K
35, Private,331395, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
70, Private,176285, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,23, United-States, <=50K
33, Private,135312, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Local-gov,272471, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private,366180, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
40, Private,183404, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,8, United-States, <=50K
32, Private,235124, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,185859, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
46, Private,165138, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,25265, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private,114973, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
39, Private,252327, 9th,5, Separated, Craft-repair, Own-child, White, Male,0,0,35, Mexico, <=50K
19, Private,278115, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
23, Private,363219, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,6, United-States, <=50K
32, Private,184833, 10th,6, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,250782, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
40, Federal-gov,36885, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, ?,280699, Some-college,10, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private,196690, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1669,42, United-States, <=50K
51, Local-gov,349431, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K
41, State-gov,197558, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private,81540, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Local-gov,149991, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,42, United-States, >50K
46, State-gov,106705, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
31, Private,139822, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
43, Private,27766, Bachelors,13, Separated, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, >50K
45, Private,362883, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,40, United-States, <=50K
66, Private,174491, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, State-gov,120041, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,118861, 10th,6, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,48, Guatemala, <=50K
35, Self-emp-not-inc,157473, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private,225102, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, ?, <=50K
17, Private,114420, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
53, Private,151580, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
31, Private,198751, Bachelors,13, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
25, ?,178960, 11th,7, Never-married, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private,170800, Some-college,10, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private,287797, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
60, Private,199378, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Local-gov,190561, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,30, United-States, <=50K
28, Self-emp-not-inc,204984, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Private,186991, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, ?,119156, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,229732, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
