age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income,native-region
43,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
38,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,Low,Low,Medium,<=50K,North_America
18,Private,10th,6,Never-married,Sales,Own-child,White,Female,Low,Low,Low,<=50K,North_America
37,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,High,Low,High,>50K,North_America
40,Private,7th-8th,4,Separated,Other-service,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Medium,Low,High,>50K,Asia_East
57,Private,HS-grad,9,Separated,Sales,Not-in-family,Amer-Indian-Eskimo,Female,Low,Low,Low,<=50K,North_America
36,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,Low,Low,High,>50K,North_America
90,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,North_America
66,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,Low,Low,Low,<=50K,North_America
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,Low,High,Low,<=50K,North_America
23,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,Low,Low,Low,<=50K,Asia_East
35,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,Low,Low,High,<=50K,North_America
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,Low,Low,High,>50K,North_America
32,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,Low,Low,Medium,<=50K,North_America
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,<=50K,North_America
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,<=50K,North_America
27,Self-emp-not-inc,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
34,Local-gov,HS-grad,9,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,Low,Low,Medium,<=50K,North_America
35,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Black,Female,Low,Low,Medium,>50K,North_America
29,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
41,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,Low,Low,Low,<=50K,North_America
33,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,Low,Low,High,>50K,North_America
18,Local-gov,11th,7,Never-married,Protective-serv,Own-child,White,Male,Low,Low,Low,<=50K,North_America
49,Private,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
58,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,<=50K,North_America
23,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,Low,Low,High,<=50K,North_America
49,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,Low,Low,Low,<=50K,North_America
20,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
36,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Medium,High,>50K,North_America
64,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
34,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
63,Private,Assoc-acdm,12,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,Low,Low,Low,<=50K,North_America
51,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,Low,Low,Medium,<=50K,North_America
40,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,Low,Low,Low,<=50K,North_America
55,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
30,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
32,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,Medium,Low,Medium,>50K,North_America
55,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,North_America
47,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,Low,Low,High,>50K,North_America
50,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,Medium,Low,Medium,>50K,North_America
32,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,>50K,North_America
60,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Low,<=50K,North_America
58,Private,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,Medium,Low,Medium,>50K,North_America
45,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
31,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
32,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
37,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
28,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
26,Private,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,Central_America
47,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
42,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,Low,Low,Medium,<=50K,North_America
48,Private,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,High,Low,Medium,>50K,North_America
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
35,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,Low,Low,Medium,>50K,North_America
46,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,Low,Medium,High,>50K,North_America
38,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,<=50K,North_America
35,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,>50K,North_America
45,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Black,Male,Low,Low,Low,<=50K,North_America
31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
52,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,Low,Low,High,<=50K,North_America
24,Private,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
34,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,<=50K,North_America
54,Private,Masters,14,Widowed,Adm-clerical,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
21,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
79,Private,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
60,Private,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
37,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,Black,Male,Low,Low,Medium,<=50K,North_America
47,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
20,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
53,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
34,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,Low,Low,Medium,<=50K,North_America
43,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
24,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,High,<=50K,North_America
23,Private,HS-grad,9,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,Low,Low,Medium,<=50K,North_America
29,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Other,Male,Low,Low,Medium,<=50K,North_America
58,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
40,Private,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Medium,<=50K,North_America
43,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,Low,Low,Medium,<=50K,North_America
25,State-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,Low,Low,Low,<=50K,North_America
34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
26,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
60,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,High,>50K,North_America
39,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,High,>50K,North_America
45,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,High,Medium,<=50K,North_America
33,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,Low,Low,High,>50K,North_America
39,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
29,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,Medium,Low,Medium,>50K,North_America
34,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Low,>50K,North_America
24,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
77,Self-emp-inc,Doctorate,16,Married-civ-spouse,Farming-fishing,Husband,White,Male,High,Low,Medium,>50K,North_America
34,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,<=50K,North_America
53,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,<=50K,North_America
31,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Black,Male,Low,Low,Medium,<=50K,North_America
58,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,Medium,Low,High,>50K,North_America
57,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
32,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
77,Private,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,Low,Low,Low,<=50K,North_America
37,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,Low,Low,Medium,<=50K,North_America
33,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Male,Low,Low,High,<=50K,North_America
53,Local-gov,HS-grad,9,Married-spouse-absent,Transport-moving,Other-relative,White,Female,Low,Low,Low,<=50K,North_America
32,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Low,<=50K,North_America
33,Private,Bachelors,13,Married-spouse-absent,Other-service,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
28,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
27,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,<=50K,North_America
21,Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Low,Low,Medium,<=50K,Central_America
46,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
60,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,>50K,North_America
21,Private,10th,6,Separated,Sales,Unmarried,Black,Female,Low,Low,Low,<=50K,North_America
31,Private,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
26,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,Medium,>50K,North_America
46,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
25,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
23,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
53,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,Low,High,Medium,<=50K,North_America
45,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,High,>50K,North_America
70,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
55,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,High,Low,High,>50K,North_America
40,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Medium,High,>50K,North_America
34,Private,Masters,14,Never-married,Sales,Unmarried,White,Male,Low,Low,High,>50K,North_America
41,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
23,State-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,Low,Low,Medium,<=50K,North_America
32,Private,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Male,Low,Low,Medium,<=50K,North_America
56,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Low,Low,High,<=50K,North_America
36,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,Low,Low,Medium,<=50K,North_America
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
62,Private,Bachelors,13,Widowed,Tech-support,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
35,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,Low,Low,Medium,<=50K,North_America
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Low,<=50K,North_America
31,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
23,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,Low,Low,Low,<=50K,South_America
58,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,Medium,Low,Medium,<=50K,North_America
28,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,Medium,Low,Medium,>50K,North_America
40,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Low,<=50K,North_America
33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Medium,Low,High,>50K,North_America
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,Low,Low,Low,<=50K,Asia_Central
55,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,Low,Low,Low,<=50K,North_America
53,Private,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male,Low,Low,Medium,<=50K,North_America
23,Private,12th,8,Never-married,Transport-moving,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
66,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,High,>50K,North_America
39,Private,10th,6,Divorced,Transport-moving,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,Low,Low,Medium,<=50K,North_America
26,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,Low,Low,Low,<=50K,North_America
21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,Low,Low,Medium,<=50K,Central_America
61,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,Low,Low,Medium,<=50K,North_America
30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,>50K,North_America
22,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,North_America
47,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
50,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
67,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,Low,High,Low,<=50K,North_America
59,Local-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
35,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,Low,Low,High,>50K,North_America
56,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,High,Low,Low,>50K,North_America
34,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,Low,Low,High,<=50K,North_America
63,Private,10th,6,Widowed,Farming-fishing,Unmarried,White,Female,Low,Low,High,<=50K,North_America
48,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,Europe_West
41,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
26,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,Low,Low,Low,<=50K,North_America
47,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,Low,High,High,<=50K,North_America
29,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,<=50K,North_America
19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,Low,Low,Low,<=50K,North_America
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,<=50K,North_America
45,Private,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,Low,Low,Medium,<=50K,Asia_Central
37,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
44,Local-gov,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
34,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,Low,Low,Low,<=50K,North_America
30,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
30,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,Low,Low,Medium,>50K,Asia_East
56,Private,11th,7,Separated,Other-service,Not-in-family,Black,Female,Low,Low,Medium,<=50K,North_America
37,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Medium,Medium,>50K,North_America
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,Medium,<=50K,North_America
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,Low,Low,High,<=50K,North_America
44,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
32,Private,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female,Low,Low,High,<=50K,North_America
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Medium,Low,High,<=50K,North_America
20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,Low,Low,Low,<=50K,North_America
22,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,Central_America
44,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,Low,Low,Low,<=50K,North_America
30,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
55,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,<=50K,North_America
36,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,<=50K,North_America
29,Private,12th,8,Never-married,Tech-support,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
45,State-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,Low,Low,Medium,<=50K,North_America
38,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,>50K,North_America
42,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,Low,Low,Medium,<=50K,North_America
27,Private,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,Low,Low,Medium,<=50K,North_America
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,Low,Low,Low,<=50K,North_America
43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Low,<=50K,North_America
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,>50K,North_America
34,Private,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,Low,Low,Medium,<=50K,Central_America
54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,>50K,North_America
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,>50K,North_America
63,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Low,Low,Medium,<=50K,North_America
55,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,Low,Low,Medium,<=50K,North_America
44,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
41,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,Low,Low,Medium,<=50K,North_America
47,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
35,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,Low,Low,Medium,<=50K,Central_America
23,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,Low,Low,Low,<=50K,North_America
57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Medium,<=50K,North_America
56,Self-emp-not-inc,1st-4th,2,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,Low,Low,High,<=50K,North_America
25,Self-emp-inc,Some-college,10,Never-married,Sales,Own-child,White,Female,Low,Low,Low,<=50K,North_America
35,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,Low,Low,Medium,<=50K,North_America
61,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,Low,Low,Medium,<=50K,North_America
36,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,Low,Low,High,<=50K,North_America
18,Private,12th,8,Never-married,Sales,Own-child,Black,Female,Low,Low,Low,<=50K,North_America
21,Private,Some-college,10,Married-spouse-absent,Sales,Own-child,Black,Female,Low,Low,Low,<=50K,North_America
52,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Low,Low,Medium,>50K,North_America
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,High,<=50K,North_America
40,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Medium,Low,Medium,>50K,North_America
42,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,Low,Low,Medium,<=50K,North_America
34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,Low,Low,Medium,<=50K,North_America
27,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,Low,Low,Medium,<=50K,North_America
47,Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,Low,Low,High,<=50K,North_America
65,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,Low,Low,Medium,<=50K,North_America
61,Self-emp-inc,Masters,14,Widowed,Exec-managerial,Unmarried,White,Female,Low,Low,High,<=50K,North_America
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,Low,Low,Low,<=50K,North_America
48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,Low,Low,Medium,>50K,North_America
26,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,Low,Low,High,<=50K,North_America
68,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,Low,Low,High,>50K,North_America
23,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,Low,Low,High,<=50K,North_America
65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,Low,Low,Low,<=50K,North_America
